sloc,lloc,function_count,class_count,loop_count,max_loop_depth,nested_loop_count,conditional_count,try_except_count,list_comprehensions,io_operations,network_calls,heavy_math_imports,recursion_candidates,avg_complexity,max_complexity,total_complexity,halstead_volume,halstead_difficulty,halstead_effort,maintainability_index,computational_intensity,actual_energy_joules,physics_energy,residual
497,492,14,0,3,3,2,4,4,6,3,2,1,0,12,12,76,3817,46,1042,32,47,10.923,443.695145,-432.772145
241,237,6,3,9,1,1,10,4,4,8,4,2,3,6,10,53,3560,15,39129,52,96,8.69368,46.669725,-37.976045
452,443,9,5,7,2,4,2,2,9,1,3,1,1,14,23,34,2259,37,59099,46,28,13.117919,48.881,-35.763081
140,139,16,5,5,1,3,1,4,5,8,3,1,3,12,7,74,4367,41,68470,84,34,5.179167,25.555815,-20.376648
132,126,3,0,14,1,0,5,0,7,0,3,2,2,15,17,45,1578,18,82614,100,100,7.980656,34.905946,-26.92529
304,299,4,0,7,0,0,9,2,9,6,2,3,0,3,24,79,1830,36,7157,13,18,4.52486,20.861622,-16.336762
59,50,3,1,14,2,6,11,4,9,6,1,2,2,11,22,61,18,35,56392,20,73,13.611355,13.608678,0.0026770000000002625
366,364,17,2,6,2,5,12,3,3,1,0,1,2,1,7,38,1503,12,53398,30,85,5.472328,38.597453,-33.125125000000004
22,12,7,1,9,3,4,5,2,6,3,5,0,0,5,8,85,3692,45,75949,63,64,14.882638,38.887759,-24.005121000000003
425,422,0,0,10,1,4,12,4,0,2,5,0,3,8,10,9,3815,16,24683,14,38,6.548207,48.517736,-41.969529
435,432,1,1,7,4,5,1,1,2,8,4,2,3,7,11,24,3673,48,44141,30,25,37.567292,7402.2336,-7364.666308
324,323,7,0,4,0,2,10,3,9,1,1,1,0,4,1,29,1616,16,53515,69,56,3.689014,23.448103,-19.759089
380,380,3,5,13,3,5,0,3,6,2,3,2,2,4,24,8,1421,17,84116,57,26,23.690661,187.53457,-163.843909
471,464,18,4,8,3,2,7,0,3,4,5,1,0,3,18,38,3755,4,76221,12,11,14.44812,194.481804,-180.03368400000002
372,363,5,5,4,2,0,11,0,7,6,2,3,0,14,16,83,4056,20,34137,62,13,7.956032,35.67073,-27.714698
446,437,8,0,12,2,8,7,4,7,2,5,3,1,6,17,9,1473,9,41504,86,5,11.020983,35.326141,-24.305158
405,404,10,3,12,4,4,8,4,2,3,3,1,1,8,19,99,625,50,24419,22,16,41.306416,6790.496717,-6749.190301
276,267,16,0,7,2,6,13,5,9,0,5,0,3,14,2,63,2386,44,4725,90,28,12.273742,41.101185,-28.827443000000002
82,80,3,4,8,2,2,19,2,1,7,0,1,1,3,16,50,2085,15,28876,81,58,5.368518,8.250361,-2.881843
153,149,4,0,12,1,6,10,5,4,9,5,3,1,15,7,95,12,44,70723,35,25,14.7296,33.856164,-19.126564000000002
155,147,14,0,9,4,8,15,4,9,9,2,0,2,8,1,22,84,23,80458,97,48,33.869915,3322.606867,-3288.7369519999997
397,390,10,1,14,3,4,19,5,2,6,3,1,1,15,20,95,2593,26,30562,44,23,26.042536,344.142743,-318.100207
476,467,15,2,5,1,4,18,1,0,6,0,3,2,9,3,19,4952,8,3640,93,47,6.494153,41.789358,-35.295205
308,304,3,0,10,3,3,1,1,9,5,2,3,1,7,8,60,1262,41,53556,32,79,16.227601,262.264872,-246.03727100000003
345,345,5,0,13,3,1,10,5,4,9,4,0,2,2,7,27,876,14,85813,78,97,17.563199,238.859269,-221.29607000000001
441,435,7,5,5,0,1,5,1,1,2,0,2,2,9,22,15,3051,34,20139,65,69,4.23102,76.313867,-72.082847
279,277,12,2,0,0,0,16,2,4,8,4,0,3,5,10,97,1094,43,125,15,49,3.22218,36.705401,-33.483221
482,478,14,5,15,1,5,16,2,6,10,3,2,3,12,10,100,972,38,57061,26,27,10.300406,50.748706,-40.448299999999996
342,335,3,4,4,3,2,5,0,3,2,0,2,0,1,10,21,2072,34,28437,24,36,7.873761,259.595059,-251.721298
295,295,3,0,15,4,7,4,3,9,9,4,2,0,11,6,66,1631,7,96384,80,2,50.432139,5122.702181,-5072.270042
117,117,13,3,13,0,2,0,0,0,5,1,1,2,4,18,51,1544,6,504,51,80,3.149691,15.386799,-12.237108
130,127,16,1,0,0,0,5,3,9,2,5,0,0,8,13,69,3540,10,59950,65,31,4.271612,27.46721,-23.195598
95,94,17,1,12,1,3,15,3,1,8,2,0,3,3,13,59,858,15,56892,80,39,4.665324,15.496587,-10.831263
84,79,16,1,6,1,2,3,5,8,8,5,1,2,15,6,60,4915,46,8296,77,61,8.798474,35.607007,-26.808533000000004
367,366,0,3,15,3,6,3,5,0,6,5,2,1,1,21,69,4281,6,85745,44,31,17.073577,156.796625,-139.723048
232,230,13,0,14,4,1,11,4,6,9,4,1,2,6,22,64,1459,47,88546,12,91,35.502919,5668.81781,-5633.314891
364,359,12,2,12,4,6,5,4,5,9,0,1,2,8,7,40,4155,37,74121,30,43,41.302889,8235.535651,-8194.232762
227,220,20,0,14,2,2,18,4,0,7,2,3,1,13,20,53,3465,37,39913,18,97,17.370521,42.888757,-25.518235999999998
298,290,12,3,0,0,0,17,4,7,4,5,3,2,9,12,88,4677,18,53166,45,9,6.716388,33.199018,-26.48263
263,254,9,0,13,3,3,9,3,8,10,2,1,3,12,19,69,4368,6,49914,47,99,27.533225,327.88754,-300.354315
278,272,8,2,10,0,2,20,4,6,0,2,1,0,14,2,21,3264,8,60120,15,50,4.631219,35.627494,-30.996274999999997
36,29,17,1,8,4,4,11,4,1,3,0,1,0,6,16,40,4430,35,31058,89,76,29.526938,885.737318,-856.21038
139,138,3,4,11,3,3,0,1,7,5,0,0,0,4,2,87,2825,46,51167,96,51,9.265566,86.948603,-77.68303700000001
310,303,20,1,0,0,0,9,0,8,4,4,1,3,9,22,38,3538,28,74643,16,64,4.233106,46.312629,-42.079523
472,468,0,5,3,3,2,5,3,10,0,0,0,1,7,12,89,1006,3,30267,44,37,6.197767,407.321123,-401.123356
312,303,1,3,15,2,5,13,4,6,5,1,2,0,7,5,100,1032,7,42415,54,78,11.829623,32.698178,-20.868555
228,224,15,1,10,3,2,5,1,1,9,0,2,1,4,21,83,2415,28,3853,43,63,11.13128,154.358444,-143.227164
282,281,10,2,7,4,6,10,1,1,3,4,1,2,1,16,11,1123,18,43649,54,27,21.887117,3055.631278,-3033.7441609999996
90,84,19,0,0,0,0,4,5,2,1,0,3,1,15,25,82,1172,40,60727,73,20,2.65139,15.048346,-12.396956
284,279,7,4,11,4,5,10,4,5,2,1,2,1,11,12,18,2561,6,53225,24,64,34.118916,7913.055629,-7878.936713
255,252,19,0,14,0,0,10,0,8,10,0,2,2,10,3,34,3671,29,40272,44,60,4.923718,28.998682,-24.074963999999998
187,180,4,2,14,4,4,3,3,1,5,4,2,3,4,9,38,4940,13,4803,52,29,30.860975,2678.505019,-2647.644044
266,259,0,1,6,0,5,6,3,1,1,5,1,1,14,21,67,4922,11,55983,14,65,5.486429,52.375047,-46.888618
420,416,17,0,11,1,7,17,3,3,0,2,3,1,6,22,9,2567,11,16020,66,88,8.984082,44.153078,-35.168996
214,207,6,2,7,3,6,1,0,8,9,0,2,3,11,16,25,2396,17,50006,73,11,13.444875,150.410506,-136.965631
88,79,12,4,2,2,1,6,3,2,9,4,2,3,11,14,34,2797,3,79900,85,73,8.41449,32.602085,-24.187595
409,401,1,0,1,1,0,10,3,3,9,0,1,2,3,4,91,696,34,77915,62,84,2.629312,33.137381,-30.508069
338,330,12,2,9,4,7,18,2,7,2,4,2,3,6,21,91,4677,22,98858,76,16,37.114704,5006.218867,-4969.104163
384,377,18,0,5,1,1,14,5,9,7,5,0,1,5,17,70,1536,40,79748,67,10,6.36155,34.474715,-28.113165000000002
302,294,9,2,10,0,4,6,3,7,2,4,3,0,2,6,93,1782,40,3890,36,67,6.344215,35.5447,-29.200485
179,172,13,4,3,0,2,19,3,8,1,2,2,0,15,1,95,4692,40,21879,23,56,4.686026,28.23307,-23.547044
80,80,13,3,6,1,5,2,5,10,5,5,0,3,12,1,99,2608,12,16585,96,50,7.135279,30.474792,-23.339513
387,378,3,0,7,4,1,0,1,8,2,4,3,2,3,21,41,2863,7,31896,64,5,23.664516,4151.787192,-4128.122676
428,422,3,4,3,0,2,10,0,2,4,1,3,1,7,3,44,4349,31,26953,58,96,6.594017,45.74354,-39.149523
76,70,14,0,6,2,5,19,3,9,3,1,2,1,13,20,8,58,40,43760,79,41,10.463294,11.857495,-1.3942010000000007
154,145,7,0,10,3,6,7,4,7,9,1,2,2,13,4,13,3111,18,32256,60,86,24.975302,188.312144,-163.336842
26,20,4,4,7,3,6,5,3,0,2,4,3,3,7,1,44,2042,18,23211,76,10,15.961006,26.021002,-10.059996
423,415,13,0,1,0,0,10,5,3,5,4,2,3,14,9,6,3058,7,4911,34,85,7.234713,74.4854,-67.250687
284,275,4,3,6,0,4,4,3,6,3,3,1,0,5,21,34,2216,29,15212,77,96,4.981586,40.352812,-35.371226
113,109,0,4,13,4,0,13,3,6,4,5,0,1,3,17,69,2279,39,66734,68,97,35.344828,2297.731406,-2262.386578
451,445,11,0,7,2,6,14,1,7,1,3,2,1,1,21,55,4528,35,15704,23,96,9.69459,42.205182,-32.510592
402,396,1,1,9,1,8,16,0,8,7,1,3,3,11,24,46,4194,14,95983,39,27,7.079961,35.001586,-27.921625000000002
150,144,15,3,0,0,0,7,5,0,9,0,0,2,4,17,82,3433,1,24417,79,16,1.265346,10.251245,-8.985899
90,83,8,0,5,1,1,19,0,10,5,3,3,1,1,9,98,2289,4,2579,17,90,5.925958,23.655456,-17.729498
358,354,8,0,6,1,4,11,1,8,10,0,0,3,12,20,40,809,40,18932,28,96,4.114513,51.768724,-47.654211
305,295,17,3,4,3,3,18,3,3,2,1,2,0,8,10,19,1519,18,1833,43,88,9.750906,282.207326,-272.45642000000004
349,341,5,3,3,0,2,19,0,0,3,2,3,3,2,23,49,1762,3,62244,11,19,3.101334,20.671388,-17.570054
91,82,4,0,1,1,0,7,3,6,2,0,2,1,7,18,75,255,0,44428,69,60,2.640263,14.7021,-12.061837
165,164,1,0,15,1,2,10,4,0,0,3,1,3,2,7,97,283,41,59175,31,20,5.499197,16.349429,-10.850232000000002
199,198,1,5,15,0,6,15,1,2,1,0,2,2,14,23,100,2288,47,53413,24,63,6.429692,42.301332,-35.87164
296,286,17,0,15,0,7,8,2,3,6,0,1,1,13,10,38,1079,11,47257,28,11,4.834467,24.478707,-19.64424
97,92,18,2,2,1,0,18,2,4,7,3,1,3,10,1,27,1496,26,84089,90,45,4.681573,22.742486,-18.060913
53,53,4,3,13,0,7,19,2,8,0,5,1,2,6,23,46,4786,34,45974,24,48,6.412482,24.268347,-17.855864999999998
346,339,10,4,2,1,1,17,3,4,9,4,3,2,8,18,55,4208,43,55220,26,27,7.490643,38.746109,-31.255466
199,193,0,4,8,2,7,8,0,8,3,3,0,0,10,2,63,2388,39,74351,26,10,9.997214,22.040037,-12.042823000000002
297,289,16,1,12,4,2,6,2,3,4,4,2,3,5,15,6,4130,10,15370,38,73,36.827801,6127.821374,-6090.993573
215,215,8,3,5,1,0,5,0,2,3,5,3,1,14,1,46,2693,0,27280,37,0,9.199963,28.989252,-19.789289
197,188,9,5,12,3,3,18,0,9,0,0,0,0,5,4,52,21,1,75975,21,49,13.876379,161.783756,-147.907377
390,384,20,1,7,1,6,6,3,9,10,4,3,0,7,1,70,2759,19,71214,20,70,9.164015,54.067997,-44.903982
130,125,1,0,8,1,3,13,0,1,3,3,0,0,9,3,41,757,42,79184,81,82,5.219619,29.045278,-23.825659
360,353,10,4,4,4,3,4,0,3,10,2,0,0,6,7,42,1959,17,54116,62,3,13.297087,4730.214024,-4716.916937
315,307,8,2,8,3,6,14,1,0,1,0,1,2,15,21,93,131,8,92581,79,11,23.321131,466.249018,-442.927887
82,80,4,5,7,4,6,19,2,0,2,3,1,0,9,12,65,573,31,34351,98,41,21.357137,1779.422256,-1758.065119
188,187,6,3,9,1,3,11,3,0,0,2,0,1,10,4,99,4587,8,72307,99,42,4.852042,22.388474,-17.536431999999998
286,280,13,0,5,2,4,18,0,4,10,3,0,0,1,15,78,1416,14,7258,43,54,6.146798,29.893026,-23.746228
292,287,16,1,14,0,0,2,5,2,3,1,3,0,6,3,17,240,41,34667,78,91,5.755696,30.697764,-24.942068
10,9,13,3,10,1,4,9,3,0,4,5,1,1,8,14,29,2456,24,3296,23,79,7.713331,28.211961,-20.49863
260,250,20,1,9,3,2,8,1,5,8,3,0,3,7,18,22,1336,20,99203,22,95,14.127048,250.504488,-236.37744
69,62,14,5,5,3,4,0,4,6,6,5,3,2,15,23,52,1250,8,36183,19,79,21.547116,112.240045,-90.69292899999999
284,277,16,2,9,3,7,2,5,2,9,0,1,2,1,2,53,891,32,39755,74,72,11.303847,156.267917,-144.96407000000002
159,150,4,1,10,2,3,9,0,4,6,5,3,1,2,5,12,2754,50,83518,65,32,9.259943,27.449044,-18.189101
187,177,18,1,0,0,0,9,5,1,1,0,3,1,9,18,11,4351,9,60764,41,0,1.629443,19.232141,-17.602698
224,223,9,1,10,4,4,16,4,2,1,4,2,3,9,1,52,3319,16,2396,54,12,39.610729,3846.399782,-3806.789053
87,85,11,2,6,2,1,5,1,0,1,5,3,0,5,20,96,4324,27,549,40,63,8.365325,29.140183,-20.774858000000002
56,55,20,4,12,0,0,6,1,0,3,0,3,0,2,3,36,265,0,27506,48,60,3.123511,4.544532,-1.421021
259,250,3,4,14,4,6,1,5,1,10,3,1,2,11,23,79,417,46,66496,43,12,65.763048,4937.538816,-4871.775768
336,328,20,3,10,2,0,20,0,1,3,3,2,1,6,17,22,977,1,61937,31,71,7.616781,40.354057,-32.737275999999994
272,270,0,3,4,3,0,7,3,1,6,0,3,0,9,23,66,909,49,80683,70,19,5.619581,182.874021,-177.25444
462,454,19,4,12,2,7,15,0,8,3,3,2,1,1,15,54,4584,6,914,33,36,12.15494,30.478188,-18.323248
286,280,11,3,1,0,0,20,2,10,4,1,1,1,15,13,24,1329,7,51210,84,4,3.069746,24.319167,-21.249421
313,311,12,4,11,3,4,12,5,7,0,3,3,2,2,14,80,969,15,75768,56,89,16.69207,200.173544,-183.481474
64,63,13,2,4,3,1,0,3,0,3,1,2,0,14,21,67,2113,50,20518,46,27,9.188761,57.569344,-48.380583
322,319,7,4,4,2,3,9,4,1,3,0,0,2,15,4,95,3482,38,9777,11,40,5.703256,34.850511,-29.147254999999998
471,467,12,3,11,4,6,9,3,3,3,5,2,1,5,18,12,765,0,42710,12,15,37.338,6454.38834,-6417.050340000001
471,464,13,2,4,3,3,18,3,1,5,3,1,2,6,24,98,910,8,71566,19,57,9.827232,329.409299,-319.582067
124,120,11,4,15,4,1,10,2,4,2,3,0,3,3,8,94,3140,1,20120,47,100,37.268709,2544.37632,-2507.107611
227,223,11,2,13,3,7,4,0,5,1,3,0,0,8,7,8,4096,29,16056,56,49,21.348565,175.769376,-154.420811
333,326,7,3,1,1,0,15,2,4,3,4,0,1,15,15,38,597,19,65962,51,90,4.268291,66.084742,-61.81645100000001
348,342,12,0,5,4,2,10,2,6,10,4,3,1,15,15,24,4546,33,39355,15,57,26.324347,11153.270203,-11126.945856
233,227,12,5,6,1,5,2,5,3,5,1,3,3,7,23,18,2933,38,16433,37,67,7.195691,24.704558,-17.508867
374,369,15,4,1,1,0,8,4,8,6,4,1,1,1,23,43,3035,49,30843,43,0,3.851654,23.598864,-19.74721
488,481,19,1,15,1,6,2,2,9,7,3,2,0,6,7,88,2635,26,59012,17,94,7.767677,60.493452,-52.725775
261,259,14,3,10,2,4,5,3,1,9,5,0,1,14,17,34,1205,11,62502,36,51,12.229616,50.8579,-38.628284
35,31,5,1,4,3,1,3,0,7,5,5,3,3,10,4,63,873,27,21545,17,99,13.839922,68.415484,-54.575562000000005
85,83,17,2,3,2,2,17,3,9,8,1,0,2,3,4,55,4739,0,27175,84,22,3.513478,9.734956,-6.221478
216,215,18,4,0,0,0,5,5,6,4,3,0,0,7,18,4,585,28,60889,12,27,2.978766,24.637667,-21.658901
209,208,6,3,1,1,0,1,2,9,3,1,1,3,14,15,24,2079,17,49379,83,28,3.193674,22.11887,-18.925196
293,288,14,3,7,4,0,17,1,9,0,5,3,2,5,2,21,2865,39,95489,88,70,19.918513,5943.631392,-5923.712879000001
60,51,19,1,7,1,6,5,3,2,8,0,1,0,14,13,29,2851,41,6259,48,98,6.527856,13.384293,-6.856437
430,430,13,3,12,2,2,14,1,8,10,2,2,1,10,16,34,4803,23,3066,67,92,12.133117,60.684733,-48.551616
263,261,17,3,9,0,6,15,2,6,0,1,0,0,11,23,14,4628,10,77990,15,21,3.720973,21.433088,-17.712115
402,397,9,1,1,1,0,17,4,0,9,1,1,1,6,7,32,1689,11,859,31,31,2.233751,29.394734,-27.160983
39,36,4,2,10,2,0,3,4,3,5,2,2,0,4,13,75,4131,35,73434,46,88,5.907534,15.996182,-10.088648
130,126,5,2,7,3,2,18,3,2,0,4,0,2,10,24,95,4410,41,30210,25,16,10.437197,94.203043,-83.765846
390,383,2,1,1,1,0,19,3,5,9,4,1,0,2,5,32,4066,25,25963,19,61,4.269544,41.866479,-37.596935
86,85,0,3,5,4,4,20,0,9,3,3,2,0,10,5,24,3240,28,9963,99,29,25.772879,1801.365804,-1775.592925
251,248,7,5,12,1,6,8,3,5,2,5,3,2,7,4,19,208,39,55800,25,57,12.305707,40.941822,-28.636115000000004
86,84,17,2,10,1,4,1,1,2,1,0,2,1,14,11,46,81,20,12332,44,26,5.644644,14.528312,-8.883668
56,54,20,0,9,1,0,16,3,7,9,3,1,2,8,20,17,3066,44,97156,42,16,6.106971,15.925894,-9.818923
125,123,8,5,10,4,1,18,1,0,4,4,3,3,1,14,64,3131,36,25988,36,30,23.5143,1395.615312,-1372.1010119999999
306,298,17,3,11,0,5,19,0,2,5,3,2,3,5,2,67,2732,40,65989,55,94,4.806293,42.729676,-37.923383
282,272,10,5,13,3,2,12,1,0,8,2,3,3,3,22,75,1378,23,39995,37,99,16.714039,206.316323,-189.602284
452,450,11,0,12,1,8,5,1,2,5,0,0,1,6,24,85,3323,10,99212,48,57,5.226788,35.440904,-30.214116000000004
394,394,5,5,0,0,0,5,1,4,1,2,1,0,13,1,78,3420,25,22313,98,56,3.880577,47.531847,-43.65127
73,72,12,0,8,2,0,18,2,6,3,1,0,3,14,10,83,322,1,94001,39,78,6.934197,15.004294,-8.070097
299,292,7,2,6,4,2,4,1,4,7,0,0,1,7,1,89,383,26,2787,77,18,20.17744,5253.87769,-5233.70025
253,244,1,2,12,2,6,3,5,6,0,3,3,1,7,10,28,4306,45,46397,11,1,10.443922,20.142451,-9.698529
107,103,13,0,14,3,2,7,5,1,3,1,3,0,1,21,80,2121,18,93395,21,55,16.994968,52.63056,-35.635592
75,75,6,5,3,3,2,8,2,1,3,3,1,3,8,22,50,4287,23,62470,63,96,6.585133,89.013557,-82.428424
409,400,19,2,5,4,0,8,3,1,7,2,2,0,9,18,57,161,5,64803,89,78,21.228514,11137.628174,-11116.39966
101,96,9,5,5,0,2,9,4,3,7,2,2,2,2,25,64,1378,14,35214,54,54,3.926949,16.606753,-12.679804
204,196,8,3,0,0,0,9,4,5,3,3,1,3,9,19,6,2300,44,61290,32,25,3.02075,24.659964,-21.639214
227,227,8,0,0,0,0,7,4,5,10,2,3,2,3,3,51,2281,15,42111,85,77,5.092263,28.668036,-23.575773
404,397,15,4,2,2,1,1,2,7,10,5,3,0,5,8,59,4138,33,34330,45,27,7.490869,41.886908,-34.396039
31,23,12,0,14,2,6,8,3,7,2,5,3,1,7,18,9,3012,42,38919,98,11,11.608662,17.890316,-6.281653999999998
316,311,1,0,4,3,3,5,4,1,0,4,2,2,1,23,59,4604,24,2678,47,30,9.305094,130.953888,-121.64879400000001
215,208,13,0,10,0,3,7,3,4,6,4,1,1,1,13,62,3604,42,27654,12,51,4.040192,28.840698,-24.800506
66,61,4,1,5,3,4,15,4,10,4,0,0,3,9,21,65,3529,21,28577,74,97,6.266163,75.013313,-68.74714999999999
351,342,1,3,15,1,6,6,2,10,2,5,3,3,1,24,41,2643,1,87915,91,38,9.659547,34.011226,-24.351679
360,360,1,2,13,0,8,12,5,7,0,3,3,1,3,2,98,571,25,21346,83,86,8.709862,38.52557,-29.815708
247,240,18,4,5,4,1,18,4,2,7,0,1,3,12,11,99,1671,49,30589,69,11,18.023982,5358.331238,-5340.307256
278,278,9,4,8,1,6,18,2,2,0,1,1,0,11,25,31,2677,19,90057,91,76,4.133954,32.66943,-28.535476
62,59,11,4,13,3,0,12,4,2,1,4,2,3,4,1,48,2117,38,69533,30,34,12.811978,46.106634,-33.294656
402,397,7,0,4,0,3,17,0,6,7,4,0,3,11,13,83,2220,42,29070,96,14,5.613475,41.095979,-35.482504
457,455,16,4,1,0,0,20,2,9,10,1,0,2,1,7,58,379,7,62384,16,76,2.020472,32.719231,-30.698759000000003
233,229,1,1,0,0,0,1,4,10,1,3,1,3,3,17,22,4920,26,72124,32,83,3.335293,30.530479,-27.195186
431,431,16,2,0,0,0,4,4,8,10,4,2,1,11,21,60,2257,5,9864,63,69,6.276941,65.131167,-58.854226000000004
62,60,19,3,3,1,2,12,3,2,0,4,0,1,14,1,31,983,29,7447,91,96,5.320757,30.092683,-24.771926
477,473,6,5,8,2,4,6,2,9,6,5,1,2,6,17,88,3969,0,10646,32,1,11.412179,36.452463,-25.040284
78,72,5,5,11,1,6,19,0,9,1,1,1,3,6,8,2,1496,35,34899,82,57,3.479263,10.084411,-6.605148
426,425,1,1,12,3,0,4,2,3,6,2,1,2,1,12,46,1821,44,55694,42,64,11.333828,209.752589,-198.418761
409,407,8,5,0,0,0,8,4,8,2,0,2,3,8,8,67,3026,17,93362,61,52,2.193586,60.329661,-58.136075000000005
106,96,4,1,13,0,6,12,3,9,9,4,3,2,10,3,17,3054,37,40686,82,62,10.051575,31.693444,-21.641869
30,25,8,1,12,1,2,13,4,9,2,0,3,3,7,3,59,4662,37,53501,32,24,4.346121,4.678748,-0.33262699999999956
198,192,18,4,4,4,3,7,1,5,8,5,3,3,9,17,60,4058,28,80073,33,47,23.159307,4471.4754,-4448.316093
135,131,5,0,8,4,3,3,2,3,9,4,1,0,3,5,52,80,1,579,18,37,23.696092,1902.999377,-1879.3032850000002
30,22,14,3,4,4,1,9,5,10,10,1,0,2,12,19,10,1783,19,15493,12,26,16.413145,680.971536,-664.558391
82,72,20,4,15,1,0,18,4,8,6,5,2,3,5,6,96,1109,18,1488,52,79,6.599318,34.178512,-27.579193999999998
82,77,16,1,7,2,3,0,4,7,6,3,0,2,9,20,52,1024,36,71460,14,83,6.994064,26.284381,-19.290317
7,1,15,5,11,1,0,14,4,6,6,0,3,2,8,5,97,2378,0,40582,41,39,4.901034,3.098971,1.802063
136,129,5,2,7,0,3,15,5,9,5,3,0,0,1,16,63,4062,12,84195,31,9,3.384783,14.989523,-11.60474
120,118,2,4,5,0,2,10,4,9,9,5,0,1,9,16,25,1720,29,5284,34,38,5.567792,31.473075,-25.905283
419,419,9,2,14,2,8,19,0,4,7,3,0,3,12,18,54,1054,49,29555,50,8,14.523671,38.196544,-23.672873000000003
169,168,19,0,15,0,8,11,0,7,3,5,1,2,2,9,46,3141,12,33527,14,77,5.119168,35.855078,-30.735909999999997
290,280,11,4,0,0,0,17,5,1,1,2,3,2,5,23,80,3214,42,47938,41,77,5.266384,30.851695,-25.585310999999997
336,334,15,0,1,1,0,18,1,0,4,2,2,0,9,9,3,2036,38,93302,79,19,4.54106,28.446308,-23.905248
46,46,17,0,6,4,5,12,1,0,3,4,2,3,11,9,81,172,42,58302,78,69,31.129293,1340.401327,-1309.272034
316,308,10,0,12,2,6,19,1,3,3,2,3,1,4,2,25,4955,29,39319,43,2,10.933249,18.494718,-7.561468999999999
469,459,1,3,15,0,8,19,4,7,0,4,1,0,11,23,16,4910,44,80626,21,69,9.175931,63.983481,-54.80755
118,109,2,1,4,3,3,3,0,5,8,2,2,0,6,6,52,1974,11,86263,25,14,8.377715,66.127752,-57.750037
340,332,1,2,14,1,2,0,2,3,9,3,0,3,8,9,47,2281,18,62947,99,7,6.212433,29.307865,-23.095432
75,73,20,1,2,2,1,9,3,1,9,4,2,1,10,9,54,3980,24,53500,26,52,5.836873,27.203774,-21.366901
132,124,18,3,0,0,0,0,1,6,1,5,2,0,3,12,63,4550,28,778,37,49,3.950121,28.180439,-24.230318
421,420,12,1,1,1,0,7,3,0,5,0,1,0,11,21,55,2178,0,81768,79,75,3.423574,48.403488,-44.979914
10,3,6,4,1,1,0,5,0,3,10,0,1,2,3,1,78,2148,21,20719,98,25,1.547575,4.34112,-2.793545
361,357,11,1,3,3,2,12,0,0,9,5,3,0,3,15,45,4038,18,86715,51,32,7.77663,183.840244,-176.063614
327,321,4,0,10,2,8,19,2,4,5,1,0,0,9,1,81,4596,7,94157,80,76,9.500303,36.782989,-27.282685999999998
113,110,9,2,12,3,2,5,4,10,5,1,0,3,10,16,7,2579,44,53398,58,1,18.594573,65.645871,-47.051298
420,415,3,3,4,2,3,13,0,7,0,2,3,1,13,14,52,131,8,25787,55,8,7.944561,34.34908,-26.404519
196,191,6,5,0,0,0,7,5,10,1,3,3,0,6,14,7,2841,33,57676,83,7,3.744211,18.287139,-14.542928
71,64,8,2,2,1,1,18,2,4,7,4,2,0,12,13,34,2993,13,12723,97,40,5.847058,24.525275,-18.678217
240,231,18,5,2,2,1,12,3,4,6,4,1,3,6,13,16,4536,15,25533,51,91,5.5677,44.317195,-38.749494999999996
258,255,20,5,14,3,8,0,2,10,7,0,1,1,12,23,62,3883,46,11626,79,33,29.961059,226.328632,-196.367573
56,56,5,1,0,0,0,13,3,3,3,1,1,3,4,22,18,1723,36,53067,47,33,1.220287,7.63211,-6.411823
100,92,17,1,10,1,2,12,3,6,9,4,1,2,3,15,61,1939,39,92944,30,28,6.417215,22.093517,-15.676302
28,21,7,5,5,0,1,8,5,0,1,3,1,1,13,6,67,2284,18,18127,37,38,3.441236,14.510415,-11.069179
342,333,19,4,4,4,0,15,2,5,1,2,2,2,3,13,8,3625,20,57202,82,88,11.461394,6560.721878,-6549.260484
496,495,3,0,0,0,0,7,1,10,2,1,3,1,15,5,64,3681,29,61192,37,26,4.77462,46.719639,-41.945019
217,212,16,5,1,1,0,9,5,7,0,3,0,1,9,12,7,1950,24,4528,52,78,3.130577,34.783367,-31.65279
160,158,20,2,2,0,1,9,5,0,2,3,2,0,11,21,56,3876,50,99432,56,64,6.234847,29.699482,-23.464635
224,223,13,1,11,4,0,13,1,0,0,1,3,1,13,17,85,2923,40,52892,43,52,37.533406,6362.887565,-6325.354159
166,157,15,5,6,0,5,6,4,9,10,3,2,0,5,20,91,4145,27,4506,85,94,7.530931,34.715117,-27.184186
460,458,10,0,9,4,3,4,3,6,4,1,1,1,12,8,76,2107,24,13294,26,12,32.72171,9188.639309,-9155.917599
483,481,17,5,2,0,1,19,2,8,5,1,2,0,1,23,10,1494,43,59038,65,94,3.093371,34.748054,-31.654683000000002
75,68,6,4,9,3,4,5,5,2,5,3,3,3,2,17,100,4105,33,18526,26,26,10.661311,41.892228,-31.230917000000005
252,244,10,5,9,0,6,16,0,6,1,5,1,2,10,21,48,3283,19,61281,83,76,7.296006,49.243189,-41.947183
450,447,8,3,0,0,0,13,5,7,9,2,3,1,15,22,70,1977,0,81382,66,19,6.173166,46.130969,-39.957803
434,429,1,4,4,3,1,12,3,2,0,0,3,2,6,11,94,3683,43,66396,62,35,7.885944,487.656288,-479.770344
260,252,16,3,10,2,5,15,2,1,2,2,3,3,5,1,1,428,24,68652,67,43,10.149487,23.630556,-13.481068999999998
276,269,4,2,1,1,0,13,3,5,4,2,0,1,3,9,39,2130,4,67147,85,78,1.864661,28.769562,-26.904901000000002
